2023-08-19 00:33:44,"[0, 0, 0]","[0, 0, 0]"
2023-08-19 00:33:45,"[1.4526025297990248, 0.3747235360616501, 5.186346071173311]","[0, 0, 0]"
2023-08-19 00:33:46,"[0.5111514748158277, 1.7514199800468084, 10.69001438288102]","[0, 0, 0]"
2023-08-19 00:33:47,"[1.3753454668187337, 4.871855322579444, 14.100750098218889]","[0, 0, 0]"
2023-08-19 00:33:48,"[-0.10706209314400716, 5.379126354848443, 25.597365826034444]","[0, 0, 0]"
2023-08-19 00:33:49,"[-0.5242976179506225, 5.556895630001613, 28.230868668582733]","[0, 0, 0]"
2023-08-19 00:33:50,"[-2.0290524812413313, 4.157257952137754, 29.804491014930683]","[0, 0, 0]"
2023-08-19 00:33:51,"[1.2859547822178903, 3.725420908657391, 39.81426418940852]","[0, 0, 0]"
2023-08-19 00:33:52,"[1.3766416070059793, 7.634115755803659, 38.24142766166053]","[0, 0, 0]"
2023-08-19 00:33:53,"[5.995637469995949, 7.672325593403606, 38.82973564446913]","[0, 0, 0]"
2023-08-19 00:33:54,"[7.886045232730693, 11.648341608466284, 40.54390374758788]","[0, 0, 0]"
2023-08-19 00:33:55,"[9.959406195352049, 19.287088482651157, 43.31277828091941]","[0, 0, 0]"
2023-08-19 00:33:56,"[4.913703352526292, 20.338074191994167, 51.769289014864185]","[0, 0, 0]"
2023-08-19 00:33:57,"[6.130182991430669, 24.863418485984653, 53.1513584750074]","[0, 0, 0]"
2023-08-19 00:33:58,"[8.79139495324487, 32.20210408561288, 50.839479576590975]","[0, 0, 0]"
2023-08-19 00:33:59,"[8.343513888069207, 37.32357682570222, 51.56200168844186]","[0, 0, 0]"
2023-08-19 00:34:00,"[7.93080480502472, 42.284402466522096, 52.72139451702417]","[0, 0, 0]"
2023-08-19 00:34:01,"[11.374552047457227, 41.15258163068493, 53.133523199441605]","[0, 0, 0]"
2023-08-19 00:34:02,"[15.457188346440649, 33.614938084621464, 51.10094174830438]","[0, 0, 0]"
2023-08-19 00:34:03,"[13.283405073056109, 38.92408780895859, 56.64933520206973]","[0, 0, 0]"
2023-08-19 00:34:04,"[15.698710956700456, 43.18361689603382, 55.766833063657565]","[0, 0, 0]"
2023-08-19 00:34:05,"[18.752893610711073, 46.74371649476953, 56.131810702649254]","[0, 0, 0]"
2023-08-19 00:34:06,"[20.101748897084274, 49.83776982160447, 60.715845572319424]","[0, 0, 0]"
2023-08-19 00:34:07,"[24.049289572081303, 52.42677026731969, 63.81274451938476]","[0, 0, 0]"
2023-08-19 00:34:08,"[31.368328536510845, 58.08740553083133, 63.42136847974741]","[0, 0, 0]"
2023-08-19 00:34:09,"[29.63315387444679, 61.33590920740585, 68.32374856475867]","[0, 0, 0]"
2023-08-19 00:34:10,"[29.698634929048346, 68.32427713843839, 71.26237086585037]","[0, 0, 0]"
2023-08-19 00:34:11,"[32.795507636715705, 69.96709559178903, 72.22046269129893]","[0, 0, 0]"
2023-08-19 00:34:12,"[31.41359789578341, 66.17534983214539, 74.86184481863135]","[0, 0, 0]"
2023-08-19 00:34:13,"[32.41628861290021, 64.80309975584476, 72.60140512101472]","[0, 0, 0]"
2023-08-19 00:34:14,"[27.949131556749357, 64.62870110937008, 73.73751508193533]","[0, 0, 0]"
2023-08-19 00:34:15,"[27.547743257698112, 66.01355520250256, 77.5893837395045]","[0, 0, 0]"
2023-08-19 00:34:16,"[27.304025260274845, 63.11440735074186, 78.30225442557351]","[0, 0, 0]"
2023-08-19 00:34:17,"[30.99743500326557, 60.39422613423738, 85.89996080662759]","[0, 0, 0]"
2023-08-19 00:34:18,"[37.79568881747546, 61.998414118451976, 88.15740336290112]","[0, 0, 0]"
2023-08-19 00:34:19,"[43.86577652159464, 62.59617272470837, 92.27160771367535]","[0, 0, 0]"
2023-08-19 00:34:20,"[43.31827226493505, 66.56907977015355, 95.02405073212446]","[0, 0, 0]"
2023-08-19 00:34:21,"[46.55597868418524, 66.96179487119673, 98.67247696571269]","[0, 0, 0]"
2023-08-19 00:34:22,"[43.21220019395108, 72.59133527906644, 103.13316304044682]","[0, 0, 0]"
2023-08-19 00:34:23,"[44.78972652909726, 76.24394040734968, 108.114083988144]","[0, 0, 0]"
2023-08-19 00:34:24,"[44.64945477642088, 72.48645984958345, 111.8221010561784]","[0, 0, 0]"
2023-08-19 00:34:25,"[45.570007071016256, 74.60905502211337, 112.6010108990328]","[0, 0, 0]"
2023-08-19 00:34:26,"[50.51170181946623, 74.4826695283542, 116.42664827958647]","[0, 0, 0]"
2023-08-19 00:34:27,"[56.374184214635385, 75.22770469621095, 124.44261726581988]","[0, 0, 0]"
2023-08-19 00:34:28,"[58.689258755833436, 78.36738127650413, 130.29870214719406]","[0, 0, 0]"
2023-08-19 00:34:29,"[58.43871446221424, 74.62978794991409, 131.02797292687933]","[0, 0, 0]"
2023-08-19 00:34:30,"[58.642384008079276, 77.57184831907645, 130.2671625684892]","[0, 0, 0]"
2023-08-19 00:34:31,"[58.47249124587856, 81.12366179974451, 134.35215691768354]","[0, 0, 0]"
2023-08-19 00:34:32,"[62.915669894590934, 80.06755250334241, 138.92181115441443]","[0, 0, 0]"
2023-08-19 00:34:33,"[63.683220654296896, 82.4251607006758, 139.67475538668756]","[0, 0, 0]"
2023-08-19 00:34:34,"[70.52579279984852, 83.3885063365025, 143.38826217856834]","[0, 0, 0]"
2023-08-19 00:34:35,"[68.43530165362483, 87.09911289716963, 150.64134265099412]","[0, 0, 0]"
2023-08-19 00:34:36,"[70.27580600811187, 87.39786410727771, 151.51330709149101]","[0, 0, 0]"
2023-08-19 00:34:37,"[70.70611419547167, 88.74538467796897, 159.24608681398044]","[0, 0, 0]"
2023-08-19 00:34:38,"[72.09982544894329, 93.01294011348375, 158.3449074727265]","[0, 0, 0]"
2023-08-19 00:34:39,"[75.11452586528452, 92.52160006391735, 163.3334035528741]","[0, 0, 0]"
2023-08-19 00:34:40,"[70.2358999941875, 95.74805088840253, 166.83770678860304]","[0, 0, 0]"
2023-08-19 00:34:41,"[76.1953538889597, 94.84821921596345, 169.3764555232574]","[0, 0, 0]"
2023-08-19 00:34:42,"[76.03152206607913, 98.2302489997954, 172.66639734850318]","[0, 0, 0]"
2023-08-19 00:34:43,"[70.36241859404744, 100.86510038957834, 175.7718961919504]","[0, 0, 0]"
2023-08-19 00:34:44,"[71.42296622288835, 103.24903518009943, 181.05727577406805]","[0, 0, 0]"
2023-08-19 00:34:45,"[73.58600669216541, 102.75493503589983, 184.23475031542284]","[0, 0, 0]"
2023-08-19 00:34:46,"[72.39262574370899, 101.72202039624867, 183.66680951507115]","[0, 0, 0]"
2023-08-19 00:34:47,"[80.21276008511829, 108.39189809880158, 181.5430425165436]","[0, 0, 0]"
2023-08-19 00:34:48,"[79.88344351119758, 106.61283529002381, 183.7605889472609]","[0, 0, 0]"
2023-08-19 00:34:49,"[80.239950501337, 113.05553128599402, 189.7435738244548]","[0, 0, 0]"
2023-08-19 00:34:50,"[74.24250408749859, 114.81950162978838, 191.01052236418775]","[0, 0, 0]"
2023-08-19 00:34:51,"[74.16479853218537, 120.86970616324405, 195.49420148654755]","[0, 0, 0]"
2023-08-19 00:34:52,"[77.4805321067175, 121.79313767163065, 201.54425152180653]","[0, 0, 0]"
2023-08-19 00:34:53,"[79.2717313554635, 123.78346779943492, 209.62164437040968]","[0, 0, 0]"
2023-08-19 00:34:54,"[78.96246511570759, 122.64693290487368, 213.4112672314235]","[0, 0, 0]"
2023-08-19 00:34:55,"[78.88046133774328, 123.05073618776213, 216.30785261523937]","[0, 0, 0]"
2023-08-19 00:34:56,"[78.44236444162013, 128.85310320266223, 218.19672070398912]","[0, 0, 0]"
2023-08-19 00:34:57,"[73.55817964692423, 128.92247803432156, 222.89462958361153]","[0, 0, 0]"
2023-08-19 00:34:58,"[77.10989875138112, 129.86550106308795, 223.67308326725242]","[0, 0, 0]"
2023-08-19 00:34:59,"[79.05925443431123, 130.1769314045454, 225.0674539074954]","[0, 0, 0]"
2023-08-19 00:35:00,"[79.74071259662618, 129.35073155943155, 233.24446216441407]","[0, 0, 0]"
2023-08-19 00:35:01,"[81.5678921424007, 131.5058552945854, 232.1540102474941]","[0, 0, 0]"
2023-08-19 00:35:02,"[81.24116495232019, 134.26848613089845, 232.7071004524798]","[0, 0, 0]"
2023-08-19 00:35:03,"[83.34036813920076, 135.19492976476124, 232.63107135314158]","[0, 0, 0]"
2023-08-19 00:35:04,"[85.97429557215769, 138.70678448038413, 236.02567282279307]","[0, 0, 0]"
2023-08-19 00:35:05,"[84.24880172440596, 137.65018302338385, 241.3748303001886]","[0, 0, 0]"
2023-08-19 00:35:06,"[83.13221861788652, 139.07358529775144, 246.00353551328243]","[0, 0, 0]"
2023-08-19 00:35:07,"[89.74161903898451, 141.2801983827247, 251.34587949941664]","[0, 0, 0]"
2023-08-19 00:35:08,"[89.43782322071361, 140.79053667285498, 251.03849361240825]","[0, 0, 0]"
2023-08-19 00:35:09,"[92.73206062812432, 140.24360976782762, 258.9757065973465]","[0, 0, 0]"
2023-08-19 00:35:10,"[98.79540387091708, 142.5224055909925, 256.4690330743065]","[0, 0, 0]"
2023-08-19 00:35:11,"[99.49688971973993, 145.07419089595618, 266.45044828378263]","[0, 0, 0]"
2023-08-19 00:35:12,"[106.24909004052088, 144.63551179439875, 265.8783530036817]","[0, 0, 0]"
2023-08-19 00:35:13,"[100, 149.41858271938776, 268.6222336942903]","[9.979896703707709, 0, 0]"
2023-08-19 00:35:14,"[100, 145.7605912732391, 268.4027302992438]","[11.007342313341608, 0, 0]"
2023-08-19 00:35:15,"[100, 147.43352204559883, 271.2370217647384]","[14.731387354417656, 0, 0]"
2023-08-19 00:35:16,"[100, 151.91738736559373, 272.9646857635651]","[18.52798831945678, 0, 0]"
2023-08-19 00:35:17,"[100, 152.42556477699344, 272.8241616112683]","[19.91834175583554, 0, 0]"
2023-08-19 00:35:18,"[100, 155.26828973591302, 274.5968035163438]","[24.59692100326677, 0, 0]"
2023-08-19 00:35:19,"[100, 159.24850960009636, 287.5074016488741]","[21.403012568493068, 0, 0]"
2023-08-19 00:35:20,"[100, 162.4995970862136, 286.0960696906183]","[24.314480542598407, 0, 0]"
2023-08-19 00:35:21,"[100, 165.95485333445586, 286.2843572150646]","[32.46151161173566, 0, 0]"
2023-08-19 00:35:22,"[1.985781901812343, 170.3709487573301, 291.58761141804564]","[32.46151161173566, 0, 0]"
2023-08-19 00:35:23,"[6.098913258603347, 170.72575223142834, 297.6238618144213]","[32.46151161173566, 0, 0]"
2023-08-19 00:35:24,"[9.180987402853058, 171.11175620371694, 298.2086476243744]","[32.46151161173566, 0, 0]"
2023-08-19 00:35:25,"[11.133880420035261, 171.02019857582073, 304.06834611244017]","[32.46151161173566, 0, 0]"
