2023-09-14 22:05:10,"[0, 0, 0]"
2023-09-14 22:05:11,"[0, 0, 0]"
2023-09-14 22:05:12,"[0, 0, 0]"
2023-09-14 22:05:13,"[0, 0, 0]"
2023-09-14 22:05:14,"[0, 0, 0]"
2023-09-14 22:05:15,"[0, 0, 0]"
2023-09-14 22:05:16,"[0, 0, 0]"
2023-09-14 22:05:17,"[0, 0, 0]"
2023-09-14 22:05:18,"[0, 0, 0]"
2023-09-14 22:05:19,"[0, 0, 0]"
2023-09-14 22:05:20,"[0, 0.0, 0]"
2023-09-14 22:05:21,"[0, 0.0, 0]"
2023-09-14 22:05:22,"[0, 0.0, 0]"
2023-09-14 22:05:23,"[0, 0.0, 0]"
2023-09-14 22:05:24,"[0, 0.0, 0]"
2023-09-14 22:05:25,"[0, 0.0, 0]"
2023-09-14 22:05:26,"[0, 0.0, 0]"
2023-09-14 22:05:27,"[0, 0.0, 0]"
2023-09-14 22:05:28,"[0, 0.0, 0]"
2023-09-14 22:05:29,"[0, 0.0, 0]"
2023-09-14 22:05:30,"[0, 0.0, 0]"
2023-09-14 22:05:31,"[0, 0.0, 0]"
2023-09-14 22:05:32,"[0, 0.0, 0]"
2023-09-14 22:05:33,"[0, 0.0, 0]"
2023-09-14 22:05:34,"[0, 0.0, 0]"
2023-09-14 22:05:35,"[0, 0.0, 0]"
2023-09-14 22:05:36,"[0, 0.0, 0]"
2023-09-14 22:05:37,"[0, 0.0, 0]"
2023-09-14 22:05:38,"[0, 0.0, 0]"
2023-09-14 22:05:39,"[0, 0.0, 0]"
2023-09-14 22:05:40,"[0, 0.0, 0]"
2023-09-14 22:05:41,"[0, 0.0, 0]"
2023-09-14 22:05:42,"[0, 0.0, 0]"
2023-09-14 22:05:43,"[0, 0.0, 0]"
2023-09-14 22:05:44,"[0, 0.0, 0]"
2023-09-14 22:05:45,"[0, 0.0, 0]"
2023-09-14 22:05:46,"[0, 0.0, 0]"
2023-09-14 22:05:47,"[0, 0.0, 0]"
2023-09-14 22:05:48,"[0, 0.0, 0]"
2023-09-14 22:05:49,"[0, 0.0, 0]"
2023-09-14 22:05:50,"[0, 0.0, 0]"
2023-09-14 22:05:51,"[0, 0.0, 0]"
2023-09-14 22:05:52,"[0, 0.0, 0]"
2023-09-14 22:05:53,"[0, 0.0, 0]"
2023-09-14 22:05:54,"[0.0, 0.0, 0]"
2023-09-14 22:05:55,"[0.0, 0.0, 0]"
2023-09-14 22:05:56,"[0.0, 0.0, 0]"
2023-09-14 22:05:57,"[0.0, 0.0, 0]"
2023-09-14 22:05:58,"[0.0, 0.0, 0]"
2023-09-14 22:05:59,"[0.0, 0.0, 0]"
2023-09-14 22:06:00,"[0.0, 0.0, 0]"
2023-09-14 22:06:01,"[0.0, 0.0, 0]"
2023-09-14 22:06:02,"[0.0, 0.0, 0]"
2023-09-14 22:06:03,"[0.0, 0.0, 0]"
2023-09-14 22:06:04,"[0.0, 0.0, 0]"
2023-09-14 22:06:05,"[0.0, 0.0, 0]"
2023-09-14 22:06:06,"[0.0, 0.0, 0]"
2023-09-14 22:06:07,"[0.0, 0.0, 0]"
2023-09-14 22:06:08,"[0.0, 0.0, 0]"
2023-09-14 22:06:09,"[0.0, 0.0, 0]"
2023-09-14 22:06:10,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:11,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:12,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:13,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:14,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:15,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:16,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:17,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:18,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:19,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:20,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:21,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:22,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:23,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:24,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:25,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:26,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:27,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:28,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:29,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:30,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:31,"[0.0, 0.0, 0.0]"
2023-09-14 22:06:32,"[0.0, 0.0, 0.0]"
